what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322507750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322508335
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322509439
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322516346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322696606
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322722531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322723482
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322735969
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322737302
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322749311
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322926466
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322956324
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322957564
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266322968156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266327493979
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266327530537
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266327530623
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266327533664
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266327533950
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266327536942
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266327537217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266327544752
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266327666731
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266327684670
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266327710292
