what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266320812248
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320844597
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320872221
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320880376
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320881413
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320893085
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320895163
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320902927
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321077391
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266321103761
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321118338
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321119022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321119618
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321120068
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321120795
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321283855
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266321316095
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266321332188
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266321334739
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266321341589
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321353028
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266321354105
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266321367658
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266321370914
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266321371041
