what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266250128612
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250140493
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250189344
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266250197198
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250202553
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250204174
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266250206113
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266250206267
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266250212212
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266250235837
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266250236002
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250248540
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250250327
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250263352
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250264440
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250273515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250274544
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250275483
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250276523
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250279138
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250284082
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250290813
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250299649
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250306268
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266250337960
