what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266252400483
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266252416364
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252512312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252514733
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252515619
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252564026
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252627589
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252715643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252730818
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252867825
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266252869831
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266252870078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252875309
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252882760
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252883103
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266253171493
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266253176796
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266253177042
opened,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.callhierarchy.view",1266253196629
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.callhierarchy.view",1266253196667
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy",1266253196711
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266253197649
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266253200558
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266253205283
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266253214965
