what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266243376625
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266243388195
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243403879
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1266243408906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243408931
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243410454
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243411430
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243411745
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243413522
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266243415815
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243415995
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243423403
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266243424458
activated,editor,com.aptana.radrails.intro,2.0.0.1256853868,"com.aptana.radrails.MyRadRailsEditor",1266243429401
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243430393
activated,editor,com.aptana.radrails.intro,2.0.0.1256853868,"com.aptana.radrails.MyRadRailsEditor",1266243431058
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243431774
closed,editor,com.aptana.radrails.intro,2.0.0.1256853868,"com.aptana.radrails.MyRadRailsEditor",1266243431774
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243432783
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266243436495
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243436646
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266243436969
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243437010
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266243439206
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266243439357
