what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266317822829
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317836312
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1266317840106
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317840135
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317844483
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1266317853055
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317853081
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266317855206
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317856150
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317856389
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266317859395
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317860127
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317860369
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266317861983
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317862676
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266317862884
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266317865071
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266317869786
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266317870028
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266317874359
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266317874546
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266317877743
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266317878036
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266317880113
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266317880361
