what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266235404097
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235413747
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235415131
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235427609
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235428815
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235442769
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235443865
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266235463552
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235481702
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235482939
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235483229
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235484525
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235490214
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266235491338
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266235510501
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266235510583
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266235511636
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266235511673
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1266235517650
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266235517865
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266235537818
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266235554359
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266235555769
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266235556146
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266235556567
