what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266241930586
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266241930857
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266241931156
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1266241934662
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266241942051
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266241949795
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266241949981
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266241963963
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266241980828
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266241991904
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266242010673
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266242021189
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242039281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242045146
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266242057441
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266242071722
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266242077471
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242078777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242079208
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266242081376
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242082148
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242082325
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1266242094701
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266242151334
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242163522
