what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266315988624
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316000904
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266316001100
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266316001262
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266316011115
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316013547
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316014018
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316014425
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316016444
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266316021996
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316022671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316022860
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316061764
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316063695
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266316083506
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316084361
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316084735
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266316094779
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1266316100501
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316101952
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316102186
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316115825
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266316117881
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266316122886
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266316129833
