what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242164505
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266242167575
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266242167846
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266242201171
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266242206605
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266242213930
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242214169
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242215451
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266242216184
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266242240276
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266242296551
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266242299784
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242306646
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242306864
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242309084
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242310143
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266242329527
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1266242344084
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266242346012
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266242348124
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242350077
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242350829
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242372558
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242373762
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266242388021
