what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266319204483
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266319209027
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266319213342
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266319220059
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266319224424
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266319225247
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266319244595
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266319261247
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266319291375
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266319319076
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266319332326
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266319818337
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320082404
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320138478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320139315
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320140043
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320141562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320142141
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320167386
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266320170844
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1266320171010
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320187503
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320199510
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266320224856
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266320261484
